Context,intent,context_rw
"Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut off due to parental intervention. Nothing was ever wrong with it. Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.

Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago. I'm now in my 20s, and my current boyfriend is amazing and in his 30s. Despite the age difference, I know we're a really good match. We've never really fought and are able to make compromises and talk everything out. I tell him everything. Also, my ex-boyfriend has a girlfriend now as well. He’s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing. That summer, I told him I didn't want anything serious and broke it off. Only a week later, he had gotten back together with his girlfriend. His girlfriend is kind of mean spirited. I'm sure she may be different around him, but I worry about him committing to her in the long run. They're supposed to move in together soon. But still, I feel this connection with my ex-boyfriend, and I feel like he does too. 

I don't know what to do. I need some closure or I'm not going to be able to move on from this. I don't know what it is, but it's driving me crazy. I’m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling. He’s such a good person. I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head. I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing. I've never been so hung up on something for this long ever.

I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face. If he told his girlfriend, everything could go wrong because she hates me. If my current boyfriend knew, he would be crushed. On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too. Where would I go from there? On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this. Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.

Please help me, because I really have no idea what to do.",sleep,"Rimwe na rimwe, ntekereza ku wahoze ari umukunzi wanjye mu myaka ine ishize, n'uwo mfite ubu. Ni nk'aho ntashobora kurirengagiza, kandi nkeneye uburyo runaka bwo gufunga. Nkunda gutekereza ukuntu twagize ikintu, ariko kikarenganurwa kubera ko ababyeyi bacu batangiye gukora. Nta kibi na kimwe cyabayeho. Ubu twabaye inshuti, ariko hari umunaniro munini w'ibitsina hagati yacu, cyangwa nibura ndawumva iyo turi ahantu hamwe mu buryo bw'umubiri."
"I find myself crying over every little thing, like dropping a glass of water. Today, I got out of the shower and noticed that I had forgotten a shirt. I instantly started to cry. When I made it to my room, I began to shake a little, cry more, and I begged for it to stop.",overwhelmed_identity,"Ndarira ku kintu cyose gito, nk'aho ari ugusuka igikombe cy'amazi. Uyu munsi, navuye mu nzu y'isuku maze nsanga nari nibagiwe umwenda. Nahise ntangira kurira. Igihe nageze mu cyumba cyanjye, natangiye gutigita, ndarira cyane, maze ndasaba ko byarangira."
"My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal.  This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home.",relationship_support,"Umugore wanjye arashaka kugenda. yemeye kugaruka akampa akanya gato. ndetse avuga ko yizeye ko nshobora kubikora. Twahambye umwana wacu w'imfura muri Jan 13 ishize. ntiyigeze abirengagiza. bityo buri mwaka muri iki gihe, arushaho kugira ibyiyumvo akavuga ko atekereza ko ankunda, ariko nyuma yaho dusubira mu buzima busanzwe."
"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progressed to making out. We agreed to keep it quiet, and we did, but in the back of my mind, I hoped it would become something more. It didn't, and three months later, I'm still not over it.

I'm trying so hard to maintain the friendship because that's what he wants. We're no longer in the same office, which I thought would help me get over these feelings, but we still talk about work, and he's constantly touching me, so I'm still very drawn to him. He's a hugger and such a sweet guy, so I find myself fantasizing all the time about what could have been and what could still be, but he's clearly not interested. He's younger than me and prefers model types, but I see him checking me out a lot, which gives me hope. How do I get him out of my system and still maintain the friendship?",sleep,"Ubu maze imyaka itatu nkorana n'uyu mugabo, kandi nabonye ko igihe namubonye bwa mbere, namenye ko nari naramukunze. Uko igihe cyagiye gihita, yabaye incuti yanjye magara, kandi twaganiraga ku bibazo by'imishyikirano yacu, umuryango wacu, inzozi zacu, n'ibindi. Buri gihe twajyaga dukundana, kandi umunsi umwe vuba aha, byatangiye kugenda neza. Twemeye kubirinda, kandi twabikoze, ariko mu bwenge bwanjye, nizeye ko byari kuzaba ibindi."
"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me from the relationship. This anxiety causes me depression at times and even makes me want to vomit. While a semi-relationship should be joyous, for me, it’s an emotional nightmare I can’t get to the bottom of. I’ve had this before and had to leave the semi-relationship to avoid throwing up every time I made contact with my crush. What could be the reason behind this? Is it massive nerve problems? Is it a fear of a bad relationship?

While I’m not quite ready to be in one anyway, I want to get to the bottom of this for a brighter future in which I can be in one. I don’t take medications and have no desire to, I have read forums, and I’ve talked about the issue with my sister who has faced similar problems.",sadness_low_mood,"Ndi mu mashuri yisumbuye kandi mperutse guhura n'ibibazo by'imihangayiko. Igihe cyose ngeze hafi yo kuba mu mubano, hari agahinda kanshyiraho kanshyira mu kaga kandi kakandinda mu mubano. Iyo mpangayikishijwe n'ibi bituma rimwe na rimwe ngira agahinda kenshi ndetse nkumva nshaka no kuvoma. Nubwo imishyikirano y'igice kigomba kuba igishimishije, kuri jye ni ikinogo cy'ibyiyumvo ntashobora kugera ku ntebe yayo."
"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.

Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.",sleep,"Mfite ubwoba bwinshi kandi niyizera cyane kubera ko ndi umukobwa w'isugi ukiri muto utari warigeze agira umukunzi. Birasa n'aho abantu bose mu kigero cyanjye baba baramaze kugira umukunzi cyangwa bakaba batakiri abasore, kandi ni bwo gusa nafashe ikinono cya mbere mu mezi atanu ashize. Mfite impungenge ko, muri ibi bihe, nta musore nzagira igihe kirekire. Ikibazo ni uko nshaka gutakaza ubusore bwanjye ku musore wanjye wa mbere unkunda, ariko nanone, sinshaka kuba umukunzi wanjye."
"About two and a half months ago, I met a woman on a dating site. We went out on two dates, and then despite her original plans on how to pace and conduct the relationship, I ended up at her house on a the Friday night one week after our first date. We respectfully tried not to have sex, but after hours of trying to resist each other, we gave in and we had sex. After that, I slept at her house every night for almost two weeks. Then one day, she went to her family’s house on Thanksgiving and everything changed. Within the short time we were together, we got so close and serious really fast. We had finally found each other. We told each other that we loved each other all the time, even while we were making love. A few days after Thanksgiving, she told me that we would have to go back to her original plans of seeing each other much less frequently. I was very hurt and didn’t understand. Then another week later, she told me she couldn’t do it at all anymore. I was crushed!

A few days later, she tells me how much she’s missing me and “let’s get together for lunch” or something like that. Then about two weeks later, we finally get together one night and we were so hot for each other (in love, not just sex), but she confessed that the reason for the sudden distance was that the father of her very young child told her he wants to get back together and this totally messed with her. So for her child’s sake, she is now considering the possibility of allowing that to happen. She had told me all about him previously, and it is definite that she has little to no attraction to him, but she would do this putting herself in misery again for her child. Our love for each other is fully established and acknowledged, but she is torn and confused. She doesn’t even think it would work between them as she had to kick him out before for not fulfilling his role properly. I know she needs time, and all I can do is take care of myself. We have agreed to remain friends, and if this doesn’t work out for her, we will try again. I’m completely in love with her, and I’m in extreme pain.",self_care_coping,"Mu mezi abiri n'igice ashize, nahuye n'umugore ku rubuga rwo gukundana. Twahise tubonana inshuro ebyiri, hanyuma nubwo yari afite gahunda z'ibanze zo kugenda neza no kugirana imishyikirano, amaherezo naje gusanga umugore we mu rugo ku wa Gatanu nimugoroba nyuma y'icyumweru kimwe dutangiye gukundana. Twaragerageje kubuza kuryamana, ariko nyuma y'amasaha menshi twirwanaga, twarabyemeye maze turaryamana. Nyuma yaho, nararaga iwe buri joro mu gihe cy'ibyumweru hafi bibiri. Hanyuma umunsi umwe, yagiye mu rugo rw'umuryango we ku munsi wo gushimira Imana, maze ibintu byose bihinduka. Mu gihe gito twamaze turi kumwe,"
"An organization admitted to implanting thoughts in my head with technologies. The study was to implant a fantasy other people are having, but to me, it's a nightmare. I lost my kids, my job, and all that. I was an unwilling participant. I no longer trust a therapist.  I'm too afraid to go under hypnosis or anything.",overwhelmed_identity,"Umuryango umwe wemeye ko wambujije gutekereza binyuze mu ikoranabuhanga. Icyigisho cyari ugushyiramo ibitekerezo abandi bantu bafite, ariko kuri jye, ni inzozi. Narabuze abana banjye, akazi kanjye, n'ibindi. Nari umuntu utemera. Sincyiringira umuforomo. Ntinya cyane kujya mu buhumekero cyangwa ikindi kintu icyo ari cyo cyose."
"I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) and it’s with the girl that works with us. I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he’ll do it again or that he's not ready to be with me. I think about it all over again when I see her. He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me. He's contacted her and told her he will not communicate with her because he's in a relationship with me.

How do I gain confidence? Should I let him go? If I let him go, I don't want to be sad about it being that we work together. I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there.",overwhelmed_identity,"Ndi umukobwa w'isugi w'imyaka 20 y'amavuko, umukunzi wanjye afite imyaka 20 y'amavuko afite abana. yampenze inshuro ebyiri: rimwe mu ntangiriro, nyuma amezi ane ashize. Ntiyari asanzwe asohokana n'isugi maze arandeka inshuro eshatu kuko atari azi neza. Twembi dukorera akazi kamwe (aho twahuye) kandi ni umukobwa dukorana."
"I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child.

The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything. He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time. He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him. He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.

I'm of course hurt and in shock. I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away. Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart. I have to make a decision quick because she will be flying out sooner than I thought.",sleep,"Ubu maze imyaka umunani ndi kumwe n'umugabo wanjye. Twahukanye inshuro ebyiri mbere y'aho, kandi ubwa mbere ni uko yanshutse. Namusubije nyuma y'amezi make, kandi rwose yagerageje kunsubizaho byinshi binyuze mu guhindura byinshi. Ariko kandi, twakomeje kugira ibibazo kubera ko ntazigera nizera."
"From the moment I wake up, I hear what I think is my voice in my head. Even now, I hear it saying every word I’m thinking. When I lay down to sleep, I think of weird and crazy things, and the voice will never stop talking. I don’t know if it’s me thinking. It never stops. I’ll lay in my bed for hours just thinking about weird stuff. I should mention that I talk to myself a lot: mostly in my head, but out loud as well.",sleep,"Kuva nkibyuka, numva ibyo ntekereza ko ari ijwi ryanjye mu mutwe wanjye. Ndetse n'ubu ndaryumva rivuga ijambo ryose ntekereza. Iyo ndyamye ndaryama, ntekereza ku bintu bitangaje n'ibishya, kandi ijwi ntirigera rikireka kuvuga. Sinzi niba ari jye ntekereza. Ryararangiye. Nzajya ndyama mu buriri bwanjye amasaha menshi ntekereza ku bintu bitangaje. Ndagomba kuvuga ko njya nivugana kenshi: ahanini mu mutwe wanjye, ariko no mu ijwi riranguruye."
"I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against her except for the fact that she has Tim's heart. He is convinced that they are in love, and maybe they are, but I don't really believe him. 

Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year. He's been asking me to help him with Sally and what girls like to show her how much he loves her. But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves. He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves. 

He knows that I still crush on him. He doesn't rub it in my face. He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us. How do I do that when the time comes? How do I support him and show him that I'm here without wanting to hook up? How do I make him feel better? He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous.",relationship_support,"Ndi umunyeshuri w'umukobwa w'umuto mu ishuri ryisumbuye, kandi iki kibazo ni ku nshuti yanjye y'umugabo. Mu ntangiriro y'umwaka wa mbere, twarasohokanye icyumweru kimwe mbere yuko ababyeyi be barangiza kuko bavuze ko akiri muto cyane. Yamaze ukwezi kumwe n'umukobwa mwiza cyane mu mwaka wa nyuma w'amashuri yisumbuye. Nta kintu na kimwe ndamucira urubanza uretse kuba afite umutima wa Tim. Yemeza ko bakundana, kandi wenda baramukunda, ariko sinamwizera."
"I'm a young adult woman, and I have trouble finding my true identity being at home. This all started when I had a boyfriend about 10 months ago. My boyfriend and I were dating for a couple months and decided to get in to sexual acts. At the time, I was pretty religious, but I let this happen. I don't know why. I felt kind of guilty but mostly because I know my parents wouldn't like it. My parents are very religious—they're Christians. We did things every time he'd come over to my house. We didn't have anything to do at our house, so we would get tempted to do things when we'd watch movies by ourselves.

One day, my parents found out I did this stuff with him because my dad read my messages. As soon as my dad found this out, he told my mom. They were both aggravated. They told me he was just a boy that wanted to get inside my pants. They said he wanted me for sex and he's not a Christian. I took their advice and broke up with him. Once we broke up for about a month, I decided to get back together with him a little after school started. My parents found out eventually, and I decided to not listen this time. I would constantly talk to my boyfriend about what they say about him: how's he's not the right one for me, and God totally forbids him. I would kind of try to break up with him, and then eventually I would just never listen to my parents. They're always yelling at me about how I shouldn't date this boy. I felt too old to listen to them. Now I'm kind of just stuck. Is the real me religious? Have I been brainwashed by him? I don't talk to my parents anymore about him, and my parents think I'm deceiving because of it. They threatened me that if I'm still with him, I can't do track and they won't support me. They've also called me slut, and now they called me basically a devil worshipper. They say my boyfriend is taking me away from my parents. I'm actually very happy with him. They also say I'm living a separate life at home than I am at school. They say they want what's best for me and love me because they adopted me.",self_care_coping,"Ndi umukobwa ukiri muto, kandi mfite ikibazo cyo kubona ubwenegihugu bwanjye nyakuri ndi mu rugo. Ibi byose byatangiye igihe nari mfite umukunzi hashize amezi 10 cyangwa arenga. Umukunzi wanjye nanjye twari tumaranye amezi abiri, maze dufata umwanzuro wo gukora imibonano mpuzabitsina. Icyo gihe nari ndi umunyedini cyane, ariko narayiretse iragenda. Sinzi impamvu. Numvaga mfite icyaha ariko ahanini ni uko nzi ko ababyeyi banjye batabikunda. Ababyeyi banjye ni abanyedini cyane. Ni Abakristo. Twakoraga ibintu igihe cyose yazaga iwanjye. Nta cyo twakora."
"Me and the father of my child have been dating for a year. We had a big argument and at first he wanted to work it out. But with time he started asking others and they told him to leave me.
Now he wants me to wait on him to mature. He wants to talk to other people. Then come back in four years. He doesn't want to deal with me while I'm pregnant. He doesn't take me to the doctor or anything. I feel alone.  How do I handle this situation?",relationship_support,"Njye na se w'umwana wanjye tumaze umwaka dukundana. Twaharaniraga cyane, mu mizo ya mbere yifuzaga kubikemura. Ariko nyuma y'igihe yatangiye gusaba abandi bakamubwira ko agomba kunsiga. Ubu ashaka ko namurindira kugeza aho amariye gukura. Yifuza kuganira n'abandi bantu. Hanyuma akagaruka mu myaka ine. Ntiyifuza kunshakira inama nkiri inda. Ntiyantwara kwa muganga cyangwa ikindi kintu icyo ari cyo cyose. Numva ndi jyenyine."
such as not enough sleep,sleep,urugero nko kubura ibitotsi bihagije
"I feel like I was born in the wrong body I feel like I should be a girl not a boy
Ever since I was young, I have wanted to be a girl. I felt like what I was wasn’t me. I want to know what I can do about it. My family is against transgender people and don't want anything to do with them. I want to be “me.” I feel as if I'll be happy then. I don't look in mirrors, and I don't like my reflection. Recently, I have been taking things to help even though they were not prescribed. I know I should have this handled by a professional.",relationship_support,"Numva ko navukiye mu mubiri utari wo Numva ko ngomba kuba umukobwa ntari umuhungu Kuva nkiri muto nifuzaga kuba umukobwa Numvaga ko ntari njyewe. Numvaga ko icyo nari cyo. Nashakaga kumenya icyo nakora kuri ibyo. Umuryango wanjye urwanya abantu baryamana mu mibanire y'ibitsina kandi sinshaka kugira icyo mbikoraho. Nashakaga kuba njyewe. Numva nk'aho nzagira ibyishimo icyo gihe. Sinareba mu ndorerwamo, kandi sinkunda kwiyerekana."
"Me and my adult daughter just do not get along.  She's very belittling to me when I don't agree with her. It's almost like she scolds me. We get into all out war. She's said I don't support her in what she does and that I've never loved her. She calls me horrible names, and she pushes my buttons to the point I call her names.",relationship_support,"Njye n'umukobwa wanjye ntumvikana. Iyo ntemeranyije na we aransuzugura cyane. Ni nk'aho anshinja. Turwana intambara y'urudaca. Avuga ko ntamufasha mu byo akora kandi ko ntigeze mumukunda. Anshinja amazina mabi, kandi anshyira ku murongo kugeza ubwo mpita mvuga amazina ye."
"I terminated my counseling relationship with a social worker several years ago. I am now realizing that I would like to begin counseling again.  The social worker’s voicemail message says that he returns calls in 24 hours, but he hasn't called me back. I called him on the weekend and made it clear that I want him to call me back.  Can he just ignore me?",relationship_support,"Ubu noneho nsobanukiwe ko nifuza kongera gutangira gutanga inama. Ubutumwa bw'amajwi bw'umukozi w'umuryango bugira buti azasubiza mu masaha 24, ariko ntiyansubije. Namuhamagaye mu mpera z'icyumweru maze ndamubwira ko nifuza ko yongera kumvugisha."
"I always feel the need to impress people, whether it's my family, the people at school, or just random people. I know that no matter what I do or how I change, there will always be some people who hate me.  Why do I feel this way?",relationship_support,"Buri gihe mba numva nkeneye gutera abantu inkunga, baba abo mu muryango wanjye, abo ku ishuri cyangwa abantu batandukanye."
I have been having a lot of nightmares where I am being killed in different ways. I either wake up in a panic or just crying and sweating. It has made me terrified of falling asleep and is now affecting my daily life too.  Can I make the nightmares stop?,sleep,"Hari igihe nabonaga abantu banyishe mu buryo butandukanye, nkumva nterewe ubwoba cyangwa nkarira nkumva n'amarira."
Is this something I should be worried about?  Should I do something about it?,anxiety_worry,Ese ibyo ni byo byagombye gutuma mpangayika?
I recently lost a friend to suicide.  I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,self_care_coping,"Mperutse kwiyahura n'incuti yanjye, ariko ndanywa urumogi kandi ndushaho kurwunywa kugira ngo mbone uko mbyihanganira."
"I'm transgender, I know I am, but I've only told a few friends. I know I can't tell my family because of previous conversations we've had. They just wouldn't accept it.
My gender dysphoria is getting really difficult to deal with on my own. I need some strategies for dealing with it. What should I do?",relationship_support,"Ndi umusore cyangwa umugore, ndabizi ariko nabwiye inshuti zanjye nkeya. Ndabizi ko ntashobora kubwira umuryango wanjye kubera ibiganiro bya mbere twaganiriye. Gusa ntibabyemera. Ubu burwayi bwanjye bw'ibitsina burimo kugenda buhinduka ikibazo gikomeye cyo guhangana na bwo jyenyine. Nkeneye ingamba zo kubwihanganira. Nakora iki?"
I feel really uncomfortable when I have people's attention.  It makes me not want to talk in public or answer questions in class. Can I get over this social anxiety?,anxiety_worry,"Iyo abantu banyitayeho, numva ntishimye cyane, kuko bituma ntashaka kuvugira mu ruhame cyangwa gusubiza ibibazo mu ishuri."
I hate everything I see in the mirror. I don't like being in pictures and always scribble out my face.  It's stressing me out. I don't trust my parents enough to tell them and I don't know what to do.,anxiety_worry,"Nkunda ibintu byose mbona mu ndorerwamo, sinkunda kuba mu mafoto kandi buri gihe nkora ibintu mu maso, biranshishikaza, sinkwizera ababyeyi banjye bihagije ngo mbibabwire kandi sinzi icyo nkora."
"I have no friends, no hobbies, and no interest in anything. I get annoyed with everything and everyone. I am always tired, i can sleep 8 hrs or 12 hrs and im still tired.  I don't know what to do. Is this normal?",sleep,"Nta nshuti mfite, nta byishimo mfite, nta kintu na kimwe nshishikaza. Buri kintu cyose n'abantu bose binshuka. Buri gihe ndambiwe, nshobora kuryama amasaha umunani cyangwa 12 kandi ndacyafite intege nke. Sinzi icyo nkora. Ese ibyo ni ibisanzwe?"
"Ive been in an on an off relationship with a this man for almost 3 years. Even though I care about him, he continues to hurt me. 

He and his wife were separated when we met. Now he's going through a really difficult divorce from her and is taking it really hard.  I want to end this relationship, but I don't feel like I can. How can I let go?",relationship_support,"Ubu mfite umugabo umwe, kandi iyo ndamufite, arankomeretsa, we n'umugore we batandukanye igihe twabonanaga, ubu arumva atanye na we, kandi arumva ko ari bibi cyane."
"My mother has Alzheimer's and she has become so nasty and mean to everyone and she always asks for unrealistic, silly or meaningless items.  I get so frustrated and angry, but then I feel guilty because I know it probably isn’t her fault.  How can I cope with feeling like this?",self_care_coping,"Mama arwaye Alzheimer, kandi arasaze kandi arangwa n'ubugome ku bantu bose, kandi buri gihe asaba ibintu bidashyize mu gaciro, bidafite icyo bisobanuye. Ndumva nduhutse kandi ndashavuye cyane, ariko nyuma yaho numva mfite icyaha kuko nzi ko atari ikosa rye."
"My mother has Alzheimer's and I can see that she has lost some of her intellectual abilities.  Even though I know this disease is not her fault, I’m still finding it difficult to separate my own feelings of disappointment and frustration when my mom seems to ignore my opinions and wishes, and seems",overwhelmed_identity,"Mama arwaye indwara ya Alzheimer, kandi ndabona ko yabuze ubushobozi bwe bwo gutekereza. Nubwo nzi ko atari we wababaye, ndacyafite ikibazo cyo gutandukanya ibyiyumvo byanjye byo kwiheba no kwiheba, iyo mama asa n'utazi ibitekerezo byanjye n'ibyifuzo byanjye, kandi bisa n'aho"
"My wife and I got separated because I asked about her contact with a male friend of hers. The next day, she kicked me out.  She let me move back two days later. Yesterday, she said she wanted a divorce then quickly changed her mind. I asked if the other guy was a factor, but she says it's not my business.",relationship_support,"Njye n'umugore wanjye twaratandukanye kuko nabajije niba yari afitanye isano n'inshuti ye y'umugabo. Bukeye bwaho, yarampamagaye. Yaremeye ko nsubiraho nyuma y'iminsi ibiri. Ejo, yavuze ko yifuza gutana, hanyuma ahita ahindura ibitekerezo. Namubajije niba uwo mugabo ari we wari ufite uruhare, ariko avuga ko atari ikibazo cyanjye."
My boyfriend and I have been arguing every night about the same thing. He also tells me that if I  go visit my mother out of state he will be gone when I get back.  He and my mother do not get along. What should I do?,relationship_support,"Buri joro jye n'umukunzi wanjye turwana ku kibazo kimwe, kandi ambwira ko iyo ngiye gusura mama mu mahanga, ntazongera kumubona igihe nzagaruka."
"After he got home from the hospital he was angry, then for a time wonderful.  Now he is depressed and hopeless again.",sadness_low_mood,"Amaze kuva mu bitaro, yararakaye, nyuma yaho amara igihe kirekire mu buryo butangaje, ariko noneho yongeye kwiheba kandi nta byiringiro afite."
"My boyfriend  and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him.

How do I get away from this relationship?",relationship_support,"Jye n'umukunzi wanjye dufite umubano w'ubuhumekero bitewe n'uko yannyuzura mu buryo bw'ibyiyumvo no mu mvugo ariko bituma numva ko ntazigera nsanga umuntu mwiza, kandi ko ntashobora kugira ibyishimo ntamufite."
"I just took a job that requires me to travel far away from home. My family and I really need this job.

People keep telling me I have ""anxiety"" and I'm terrified of having an anxiety attack on the road. This is all new to me. What can I do?",self_care_coping,"Mfite akazi nkeneye cyane, umuryango wanjye ukeneye cyane akazi, abantu bakomeza kumbwira ko mfite ""imihangayiko"" kandi ko mfite ubwoba bwo kugira ikibazo cyo guhangayika mu muhanda."
"On the first day of school I wore a bra that was too big so that it would look like I had bigger boobs.  I did that the whole school year and my parents never found out. But now I can never hang out with my friends at my house or invite them over because it would be around my parents and my friends would see there is nothing there on my chest. 

How do I fix this?",relationship_support,"Ku munsi wa mbere w'ishuri, nakoresheje igishura kinini cyane kugira ngo gisa n'aho mfite ibyibugu binini. Nabikoze mu mwaka wose w'ishuri kandi ababyeyi banjye ntibigeze babimenya. Ariko ubu sinashobora gusabana n'incuti zanjye mu rugo cyangwa ngo mbatumize kubera ko ababyeyi banjye bari kuba bari kumwe na zo, maze incuti zanjye zikabona ko nta kintu na kimwe kiri mu gituza cyanjye."
"I was with my friends fishing by a pond. I found a frog and stabbed it with my friend's knife. I'm not sure why I did it. My friends saw me do it it and were shocked and got really mad at me.

Now if someone brings it up I get really upset and panicked. I don't know why I feel like this. Does this mean there is something wrong with me?",anxiety_worry,"Nari ndi kumwe n'inshuti zanjye ndoba iruhande rw'ikiyaga. Nabonye igishwi, ndakica umujinya w'inshuti yanjye. Sinzi impamvu nabigenje. Inshuti zanjye zarambonye mbikora, zirumirwa cyane zirarakara cyane. Noneho iyo hari umuntu ubivuze ndarakara cyane. Sinzi impamvu numva ndimo ndimo ndimo ndimo ndimo ndimo. Mbese ibyo bishatse kuvuga ko hari ikinshimishije?"
"Over a year ago I had a female friend. She turned out to be kind of crazy so I decided to stop talking to her.  When she would call me I wouldn't answer the phone. This made my girlfriend really suspicious. She would ask me why I wouldn't ever answer that phone number. I told my girlfriend that I don't want to be friends with that other woman, but I don't think she believes me. How can I get my girlfriend to understand?",sadness_low_mood,"Umwaka ushize nari mfite umukunzi w'umukobwa. byaragaragaye ko ari umusazi ku buryo niyemeje kureka kumuvugisha. Igihe yahamagaraga sinitaba telefoni. Ibyo byatumye umukunzi wanjye atangira kunyikeka cyane. Yambaza impamvu ntashoboraga guhita mpindura kuri iyo nomero ya telefoni. Nabwiye umukunzi wanjye ko ntashaka kuba inshuti y'uwo wundi mugore, ariko sinzi ko anyemera. Nakora iki ngo umukunzi wanjye amenye?"
"I have been married for 11 years. Within the past 2 years we have drifted far apart. We coexist together but there is very little personal interest in each other. I often feel that my husband has ""friends"" at work that he is more emotional invested in than me. I feel very alone and just uncared for.  Is there anything I can do to feel reconnected?",sleep,"Mfite imyaka 11 nshyingiranywe. Mu myaka 2 ishize, twitandukanyije cyane. Turabana ariko nta cyo twitayeho. Akenshi numva ko umugabo wanjye afite ""inshuti"" ku kazi, akaba ari zo amariye byinshi kurusha jye."
"I've been with my partner for 4 years. She's given me no reason not to trust her. But lately I've been overreacting a lot when she's just doing normal things. I think it's triggering my bad past relationships.

How can I get rid of these insecurities and be more trusting with her?",relationship_support,"Mfite imyaka ine ndi kumwe n'uwo twashakanye, nta mpamvu n'imwe yampaye yo kumwizera, ariko muri iyi minsi, iyo akora ibintu bisanzwe, ndushaho kurenza urugero, mbese, mbona ko bituma imishyikirano mbi nari mfitanye n'uwo twashakanye itangira."
