Context,intent
"I’ve known my boyfriend for several years. We were friends for a long time. In 2013 we started a relationship, and he even asked me to move in with him since I lived out of state. I planned to move in with him in 2014 after I finished school and he found a job. However, during this time we had a few arguments and broke up with each other for a short period of time. We decided later to make it work. Shortly after, I found out that I was pregnant. I wanted to tell him during his next visit. However, he never came to see me and instead asked me for money. After I gave him money, he quit answering my phone calls and texts. 

Soon after, I experienced a miscarriage. I texted him about what had happened, and he didn’t seem to care. I was extremely hurt by this. I still decided to move back as I had originally planned. He helped me with the move and replaced the money I had lent him. During this time, I asked if he wanted to be in this relationship because I needed to know. Although he says he did, I hardly ever see him. He never got a job, which was in the original plan.  

After that, we both started seeing other people for a short amount of time but once again got back together. Once we got back together, I cut all ties with the former relationship I had been in. I thought he had too. But I found out that he did not attempt to do as I did and was still talking with another woman. In fact, he had even sent inappropriate pictures to her. When I confronted him about this, he wasn’t apologetic. He said that he only did it to get even with me and was actually mad at me for looking through his phone. He even closed his car window on my finger and tried to throw me out of his car. I don’t know what to do.",relationship_support
"I've been married for 3 years and I have two kids. During my 3-years married, my husband cheated on me twice.  The second time really got to me and at my lowest I hurt him back. We aren't communicating as well as I would like. What do I do?",relationship_support
"I have been with my husband for almost 7 years. We got engaged a little after 5 years of being together. I had always been clear that I wanted to get married and I sadly would drop hints about how i wanted him to propose. 
When he did propose it was during a random vacation that I had planned. I was happy but I couldn't help feeling disappointed too.
I had told him numerous times before that I wanted him to do it in front of my friends and family. I know it sounds dumb to be upset but I couldn't help how I was feeling.
We are now married but the wedding and ring were also far from what I wanted and it wasn't due to lack of funds.  I know this is all material and the marriage is the most important thing but I cant help but get jealous and envious every time I see someone get a proposal or wedding that I had wanted.
I cant help my anger because I know we only get one proposal and one wedding. What I wanted will never happen.
I have been working on my feelings for the past year and half to get over it. I try to focus on our marriage but every time I see someone have the best proposals and weddings I get upset.
I know it is selfish and I know its petty but I just can't control it. It's ruining our relationship because I constantly think about it. Plus, I get mad at him for small things because I am trying to hide the fact that I am so disappointed. 
Why can't I move on?",sadness_low_mood
What can I do to stop grieving my mother’s death?  When I am awake I just cry every day. I don't have anyone to talk to. I need help; I am still cry over her.  Will I ever stop crying? It’s been 3 years.,self_care_coping
"I'm having issues with my relative. The police never believe the experiences I have been through because I am only a kid. 

I've even had trouble trying to reach a therapist because I said I wanted to get an adult to help me. Could you please give me advice?",self_care_coping
"I have been with a guy for 4 years,  he's a great guy and we also have a son together. The problem is that I'm in love with a guy that I've been talking to for about 2 years but I've never met him in person. Honestly I'm bored with the relationship I have with the first guy and he makes want to go after the second guy, I don't know how to tell him that. What should I do?",relationship_support
My boyfriend can't get over my promiscuous past. He says he loves me  but says the thought of my past is disgusting and a sexual distraction. He says he should have had more sex with different people. I don't know how to handle this.,relationship_support
"My dad refuses to acknowledge my anxieties about going to parties, dinners, etc. Whenever I have an opinion it gets shut down. My mom and everyone else behaves likewise. For my father who heads a company, this is normal. He has to be right all the time. He blatantly refuses to even try to see it from my angle. 

Recently however, it's been getting to the point where I feel pressured and unable to speak my mind. It isn't possible for me to get professional one-on-one help. He tells me to grow a pair and get over it. I recently have been developing more severe body image and self-confidence issues, which I have had all my life. I feel invalidated by my dad.  I have been more paranoid lately as well. I can't turn on location services anymore on my phone because of a past incident. He makes me feel guilty about it.  I feel rather worthless more often than not, unfortunately.  What do I do?",sadness_low_mood
"Hello, I have a cousin in my family who has been making me feel belittled, insecure, and frustrated during her stay here in the city. I know she comes from a place of love, but she has always been short-fused and highly temperamental if something doesn't work out the way she planned it. I have tried my best to coordinate plans with her, but she always ends up frustrated about the lack of communication I seem to have on my part and then makes condescending comments about my character that include: inconsiderate, negative, oblivious, and self consumed. 

I have tried to talk to her openly about this, but it always comes back as an attack on my character and I have never heard these comments from anyone else before. I have been thinking a lot about her comments and whether I truly am an inconsiderate person who is not thoughtful, spatially aware of surroundings/people, or positive, but in the end, I am feeling awfully hurt about how this has affected our relationship. 

What can I do?",self_care_coping
"I have a child with my baby mother. She works I take care of our young son. She says she is not cheating I have not found anything but she always putting me down, telling me to get out and telling me she doesn't love me, but then the next day after our fight she says she does. I'm having a hard time because before our child she said she was raped by a family member but she never went to the hospital or the cops. Now me and my family don't talk. She's always telling me I'm annoying and just belittles me. Nothing I do is right.

She says I work you watch the baby. On her days off she never cooks or cleans. I have no friends or family and a couple months ago she was confiding to some guy, but says he's not any thing to her. What do I do? I don't want to leave.",self_care_coping
"I don't know what's wrong with me. At times I can be really happy, excited, I'll talk fast, and I want to do things. But lately I've been staying up way later and sleeping too much. I don't hang out with friends, I don't really have them. I feel nothing, worthless. I want to do nothing, I have no interest in anything. 

All I usually do is stay in my room. I want to be happy, I want to be nice. What's wrong with me?",sleep
"My last relationships have ended horribly. They just up and abandoned me. One of them I have never gotten closure with over it, leaving me emotionally wrecked. I know something's wrong with me but I don't know how to even start trying to better myself.
I get into these depressed like states whenever anyone I care about is too busy to be with me. I know that I shouldn't act like that because people are genuinely busy, but I feel like they're doing it just because they don't want to be around me.",overwhelmed_identity
"I've been with my boyfriend over 3 years. He cheated on me and the woman is now pregnant. He is physically and mentally abusive towards me. I have attempted to talk with him in order to resolve our issues; however, he never wants to talk and often blames me for everything.
I’m always there when he needs my help. He tells me although I help him doesn’t mean that I am a good person. He always discredits me as a woman and it’s hurtful. I spend most day crying and feeling lonely. I am unhappy and unsure of what I need to do.",sadness_low_mood
"I started dating a guy I met online. He told me that he registered sex offender but he didn't do anything. He took a plea to always register as sex offender and he did two years. That was more than two decades ago. Nothing on his record since.
I always believe the past should be left in past. But my roommates, their family and my son are unforgiving. Should I forgive this man that I'm falling in love with or should I dump him? If I stay with him I will never see my family and granddaughter again.",relationship_support
"A few nights ago I talked to this girl I know about my self esteem issues for the first time. We talked for hours and she told me time and again that I was a great guy. She told me I was attractive, and have a great personality, etc. I really started to feel better about myself by the time I woke up the next morning.
Now, though, I can't stop thinking about her, but I leave to go back to college in a few days and I go to school 4 hours away from her. So now I feel constantly depressed because even if I told her how I felt it wouldn't matter. I feel helpless and I don't know what to do.",overwhelmed_identity
"I am married to a beautiful lady. I love my wife with all my heart. We have 3 boys and I have a daughter from a previous marriage. We also have 3 grandchildren.
Now this event is tearing us apart. I want our family to be together and happy. It was a mistake from so long ago. My wife wants to leave and I don't want that to happen I love her so much. Please help me save my marriage. Even my 3 boys want us to work it out. They love us both and want our family together. Please give me some advice or hope. Sincerely heart broken.",self_care_coping
"My wife and I are newly married, about 2 months. We've had some issues surrounding sex, particularly her lack of libido. She's on an anxiety medication, of which diminished libido is a side effect, but I think our issue is also partly one of a lack of intimacy/romance centered around my hectic schedule. Our sex life has suffered as a result.
Tonight she made a genuine effort to let me know she wanted sex, which is a big deal. Once things started, she had the most obviously fake orgasm I've ever encountered. I was honest with her about why, and told her that the most important thing to me in sex was knowing that she was legitimately enjoying it. She responded angrily with a complete denial of the faking. I don't know how to broach this subject and have an honest conversation. I think she will continue to lie to me about faking it which will cause our sex life to spiral further. Please help.",anxiety_worry
"I'm always told I'm not good enough or trying hard enough. I put 100% in to every thing. I'm worn out, I've worked on all of my family relationships, I'm doing great in school, I'm kind to those in need and otherwise. I stick to my religious beliefs and leave room for mistakes and learn from others so I don't have to make as many and the ones I do I learn from. 
Somehow it's still not good enough and nothing I do works. Nothing has changed, and I feel hopeless. Any suggestions or ideas?",sadness_low_mood
"He's been losing feelings and he doesn't know why. I love him very very much. He sometimes thinks I'm obsessed when I'm not at all. I give him his space and I make sure he's okay but  sometimes I think if me and him saw each other more it would be better?
I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling. He's a great guy! I just don't know why he's been losing feelings towards me. He's starting to put less effort in talking to me.
At this point I'll do anything to just make us better as a couple. I tried talking to him but he doesn't like talking about it much. Advice on what to do?",self_care_coping
"We kissed and he grabbed my boobs and we exchanged some texts and a few calls. It went on for about 8 months. Just when we were all together and our spouses were out of the room. Once I met him for lunch to tell him that we needed to stop. We ended up kissing after lunch and then I sent him a few more texts that day telling him I was serious and that was the end of it. His wife (my good friend) saw us kiss once and told my husband. I told him a couple of things then and we got over it.
A year later she told him a couple of other things. Same story. It's been about 3 years since. They are now divorced and my husband and I have been happy. A few weeks ago the wife called me and said that her now ex told her more stuff we did. I decided to just tell my husband everything. We are trying to work things out. But he is having a really hard time believing that he knows all of it. How can I help him believe me?",relationship_support
"I feel that I need to end my present relationship. He lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month.  I want someone who is more present and more of a life companion.
Lately, he has had a very busy work schedule and I have only seen him a few times in the last 6 weeks. I told him that I can't continue in this way because I constantly feel frustrated and angry and that he is not making the relationship enough of a priority. I also feel it is keeping me from possibly finding the relationship I want.
We have been together 7 years. The problem is that I panic and experience anxiety and depression thinking of him with someone else and then thinking I will never meet someone I like. We have gone through this cycle already 4-5 times and I feel it is unhealthy to stay in it, but my aversion to the anxiety and depression I experience upon separation always leads me to reconcile.",sadness_low_mood
"I know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice. Sometimes during a disagreement he tells me that my communication is having a harmful impact on him. Once he believes I am being negative I can't seem to find a better way of communicating. In fact, it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating. 

What advice might you offer?",self_care_coping
"My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching.  When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.",sleep
"I'm in a relationship with my fiancé and I currently found out that she's been cheating on me with a co-worker. I was very upset none the less. I understand what she did was wrong, but I want to spend the rest of my life with her. So I'm willing to forgive and move on. We have been together for a little over 9 years, and we have a son. At the beginning of our relationship, I was unfaithful and she caught me cheating. She forgave me for what I've done to her and since then I been completely faithful. I'm worried about our relationship and want to move forward  but its been very unsettling. All I can think about is her with another man. I don't know what to do or where to go for advice?",self_care_coping
"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety.  Now my anxiety is worse, what do I do?  Writing on here has taken every bit of strength I have left.",sadness_low_mood
"Sometimes I can't stop thinking about life after death. I was raised in a religion that teaches that we will live on forever either in hell or in heaven. 
When I think of living forever (even if it is in heaven which should be good), I feel overwhelmed. I don't like the thought of living forever and ever and ever. Sometimes I just can't get the thought out of my mind and the thoughts lead to panic and anxiety. 
Am I crazy? I don't think these thoughts are normal.",overwhelmed_identity
"She was raised by her abusive father and his wife. 30 years ago I shot and killed my rapist and was convicted in Louisiana. I lost custody of my daughter and served 5 years. When I was released, she was 5 and didn't remember me. Many many sad memories came from my having to leave her visit after visit, having to leave her in Texas to travel back to Louisiana. She doesn't remember that. I do.
Over the years, I thought we had developed a close mother daughter relationship. She gave me good reason to doubt that on several occasions but especially last year. I have been cruel to her verbally and to my son who I met years after giving him up for adoption. Last night, I was angry at the world and afraid of God. I drank and cussed out a maintenance worker for not doing his job 4 months running. Now I'm not only feeling guilty for that but afraid of being evicted now. Help.",overwhelmed_identity
"My therapist is gay so there are no sexual issues here. However, my therapist for six years has made me believe that he cares about me and that we are friends. I have loaned money to him many times, and he always paid me back.

I had a medical emergency last weekend and I was heavily medicated. I knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me, but this therapist dropped me off and never came again.  I don't know what to do.",sadness_low_mood
"I found messages between my boyfriend and this girl on social media. He was asking her for naked pictures and then hung out with her once, but nothing happened.  I didn’t find out about the messages until last month and that was six months after it happened.  I can’t trust him anymore and I'm just wondering if I ever will. He admitted that he wanted to have sex with her but he didn't. He was only talking with her because he thought we were going to have a break up. My heart is completely broken. I feel like I'm in competition with every girl on the planet for my boyfriend’s affection. I'm afraid that he doesn't like me anymore, but without me he's homeless and without a car. I love him so much. It's been tearing me apart. I don't feel pretty anymore though. I don't feel good enough for anyone or anything. I thought I knew him as well as I knew myself. Then all of a sudden my world was flipped upside down. I'm still trying to figure out which way is up.",overwhelmed_identity
"In 2008 my former husband of 14 years walked away from my life and we've been separated ever since. We have always been together sexually and both have experienced sleeping with others.  I stopped because I wanted my marriage to work out but he did not.  If he stops sleeping with other women, can our marriage be saved? Or should we just part ways?  I still care deeply about him after all that I did and he has done.  But he is seeing someone else on and off for years now.  Will our marriage still be saved if he decides that he wants to try to do so?",sleep
"I was married to a narcissist sociopath for 10 years.  During that time I was a general manager.  I used to help him financially and in other ways when we were together. But things began to change.  He emotionally and sexually drained me. I lost my spirit. I used to be a very happy person but now I am a loner.  I left him and moved to another state.   Currently, I'm working as a server which makes me believe less in myself. I feel pity for myself a lot but don't know what to do. When I have money problems, he does not help me.  He actually enjoys seeing me have a hard time in my life.  I need help.",self_care_coping
"My boyfriend says I'm nuts. I need to get help because I get an overwhelming feeling that he is cheating on me.  Whenever I try to talk with him about it, he always turns it around on me by telling me what I'm doing wrong. I know that accusing him does not help.  When his whole demeanor shifts towards me, I can't help but think that something is wrong.  Am I wrong for feeling this way?  I try to talk with him to make it better.  I let him know when I am feeling down. But I am not confident in these things. 
Two weeks ago a girl texted his phone 3 times trying to hook up with him.  He texted her back with ""Sorry, I've been working.  I just read your message."" The girl was trying to get him to call her at a time when he was at home with me.  He texted her back with ""Don't text me anymore.""  I don't feel like I am way out of the line. But I can't talk with him if all that he will say is that I'm crazy and I need help.  What should I do?  How will I go about checking if there really is something wrong with me?",overwhelmed_identity
"I am having a problem with extended family members who are inappropriately urinating in my home. They are peeing in cat litter boxes, bottles, and directly on floors and in corners of my house.
Is there any literature that supports why such adults would behave this way? This is not a joke. I am trying to understand.",relationship_support
"Tonight, my husband seemed to put our son down through an incorrect approach. His approach was perfectly wrong. I found myself defending my son. I told him that what he did was not the way to encourage our son.
Instead of watching my husband’s harsh behavior I decided to sit beside my son and, together, we worked on his science assignment in order to encourage him to study. My husband got upset and he was swearing at me. He threatened me. I knew that he was not joking. His words scared me a lot!",overwhelmed_identity
"How do I ever trust another woman? I have found myself constantly reading between the lines with every other woman that I meet. I am having a difficult time making any sort of connection to anyone because of her deception and willingness to say and do literally anything in order to control my emotions.
Once the ""relationship"" was over, she became extremely abusive and has attempted to intimidate me into silence regarding the many false claims made on her immigration application.",overwhelmed_identity
"I am currently living in a hotel and I don’t have a family.  I met a guy a month ago.  He is a bisexual.  He has a lot of gay friends on social networking sites. He would not help pay for the room.  When I asked for the TV remote control, he threw it elsewhere and asked me to get it. I slapped him and asked him to leave my room.  We recently just got back together.  One time I was sick.  He came to visit and feed me but left no money.  Then he texts me and brags about his house and car knowing that I have struggles living at a hotel.  He says that he has a whole house where he can put me in and orders me to text him whenever I need someone to have sex with.  He left his bath soap so he could come and get it.  I think that he is trying to find a way to come back.  Please help me.  What’s going on?  I am a good, loyal woman.  Why is he treating me like this?",relationship_support
"I’m a senior high school student. I’m also five months pregnant. I got pregnant by my boyfriend of three years. My parents don’t want us to communicate with each other. He can’t even come to visit my gynecologist. My mom goes to attend all of my doctor’s appointments. She’s supportive of me. I wish, though, that my boyfriend was next to me and be able to see his daughter on a sonogram, at the very least. My family does not understand that he deserves that much. I cry all the time because I feel lost and hopeless.
I need guidance and I believe that you can give it to me.  Am I wrong for wanting him around? Are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents? I do everything that they ask of me. I just want him to be around. When I ask my parents to let him be here, they call me a selfish person. Please help me.",overwhelmed_identity
"I have been with my boyfriend for more than a year. He recently got a new job and travels a lot. I’m not used to him being gone all the time. I feel as though he has forgotten about me because he does not talk with me as much and doesn’t keep me up to date on everything that he does throughout the day, which he used to.
I feel lost, sad and unwanted. This is really a tough new challenge. I just want to break up with him, but I love him so much. I don’t know why he is acting this way lately. I believe I have separation anxiety. Is there anything that I can do to help me cope with this while he is out of town?",self_care_coping
"Current medications are: topamax, ativan, brintellix, lamictal, restoril, abilify, tx: long term dbt, cbt",sleep
"I am currently suffering from erectile dysfunction and have tried Viagra, Cialis, etc.  Nothing seemed to work.  My girlfriend of 3 years is very sexually frustrated.  I told her that it is okay for her to have sex with other men.  Is that really okay?",relationship_support
"I am constantly having problems with the same two people who will always be in my life. I had a daughter with my ex-boyfriend. I am now married, and my husband’s ex-girlfriend is involved with my ex-boyfriend.  They also have a daughter together. My issue is that there is always drama. I am pregnant, and I told my ex-boyfriend that I don't want any drama or arguments. I want to get along as much as possible, and he agreed. However, we just had an incident where my ex-boyfriend started discussing drop-off details about my stepdaughter. I told him that he needed to ask my husband because I can't make decisions about my stepdaughter regarding the matter. That led to an argument. I told him all my concern is when I pick up my daughter. My stepdaughter’s pick-up details are between my husband and his ex-girlfriend. I especially told him I didn't want to be involved. Somehow, he turned it around and then wanted to change the schedule we agreed on. He threatened me and got ugly because I wouldn’t discuss my stepdaughter’s matters with him.

The point is there is so much drama. I try my best to get along with everyone. I don't understand where I went wrong (besides replying back to his question). I feel like I'm going crazy because this is a constant battle where everyone’s frustrations are taken out on each other, and it's the children that are hurting. I had a party planned for my daughter’s birthday, and my ex-boyfriend told me to cancel those plans because he wouldn’t let me have her. In my eyes, it’s the child that is hurting. I was throwing a party for her birthday, and because of the problem with stupid pick-up details about my stepdaughter, which I have no control over, he took it out on our daughter.",relationship_support
"Every once and a while, I think about my ex-boyfriend from four years ago, and my current friend. It’s like I can't get past it, and I need some kind of closure. I keep thinking about how we had something, but it got cut off due to parental intervention. Nothing was ever wrong with it. Now we've become friends, but there's this huge sexual tension between us, or at least I feel it when we're physically in the same place.

Two summers ago, we saw each other casually for a while, but we never had sex then or while we were dating, which was only for two months three years ago. I'm now in my 20s, and my current boyfriend is amazing and in his 30s. Despite the age difference, I know we're a really good match. We've never really fought and are able to make compromises and talk everything out. I tell him everything. Also, my ex-boyfriend has a girlfriend now as well. He’s been seeing her on and off for the past two and a half years, besides when they broke up and we had our casual thing. That summer, I told him I didn't want anything serious and broke it off. Only a week later, he had gotten back together with his girlfriend. His girlfriend is kind of mean spirited. I'm sure she may be different around him, but I worry about him committing to her in the long run. They're supposed to move in together soon. But still, I feel this connection with my ex-boyfriend, and I feel like he does too. 

I don't know what to do. I need some closure or I'm not going to be able to move on from this. I don't know what it is, but it's driving me crazy. I’m so happy with my current boyfriend, and I know he will do everything in his power to make my life beautiful and fulfilling. He’s such a good person. I also know my ex-boyfriend smokes marijuana and does other things, but I can't get it out of my head. I'm trying to take a nap right now between classes, but I can't sleep because my mind is racing. I've never been so hung up on something for this long ever.

I want to just talk it out with my ex-boyfriend, but I don't know if that's a good idea because of the possibility that it could blow up in my face. If he told his girlfriend, everything could go wrong because she hates me. If my current boyfriend knew, he would be crushed. On one hand, I want my ex-boyfriend to say no to having feelings for me, but I would be terrified of what to do if he said he has feelings too. Where would I go from there? On the other hand, I feel like I can't move forward in my relationship with my current boyfriend without closure from this. Sometimes I wish I could just cut off everything that had to do with my ex, but I don't want to.

Please help me, because I really have no idea what to do.",sleep
"I find myself crying over every little thing, like dropping a glass of water. Today, I got out of the shower and noticed that I had forgotten a shirt. I instantly started to cry. When I made it to my room, I began to shake a little, cry more, and I begged for it to stop.",overwhelmed_identity
"My wife is trying to leave. She agreed to come back and give me a little time. Even said she hopes I can do it. We buried our first born in Jan 13 years ago. She never got past it. So every year around this time, she gets emotional and says she doesn't think she loves me, but then we go back to normal.  This time, another guy came in and showed her attention. I'll forgive the cheating if she'll come home.",relationship_support
"I've worked with this guy for about three years now, and I knew the first time I saw him that I was attracted. Over time, he became a very dear friend, and we talked about our relationship problems, family, dreams, and so on. There was always flirtation with us, and one day pretty recently, it progressed to making out. We agreed to keep it quiet, and we did, but in the back of my mind, I hoped it would become something more. It didn't, and three months later, I'm still not over it.

I'm trying so hard to maintain the friendship because that's what he wants. We're no longer in the same office, which I thought would help me get over these feelings, but we still talk about work, and he's constantly touching me, so I'm still very drawn to him. He's a hugger and such a sweet guy, so I find myself fantasizing all the time about what could have been and what could still be, but he's clearly not interested. He's younger than me and prefers model types, but I see him checking me out a lot, which gives me hope. How do I get him out of my system and still maintain the friendship?",sleep
"I am in high school and have been facing anxiety issues lately. Whenever I get close to being in a relationship, some kind of anxiety takes over and keeps me from the relationship. This anxiety causes me depression at times and even makes me want to vomit. While a semi-relationship should be joyous, for me, it’s an emotional nightmare I can’t get to the bottom of. I’ve had this before and had to leave the semi-relationship to avoid throwing up every time I made contact with my crush. What could be the reason behind this? Is it massive nerve problems? Is it a fear of a bad relationship?

While I’m not quite ready to be in one anyway, I want to get to the bottom of this for a brighter future in which I can be in one. I don’t take medications and have no desire to, I have read forums, and I’ve talked about the issue with my sister who has faced similar problems.",sadness_low_mood
"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.

Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.",sleep
"About two and a half months ago, I met a woman on a dating site. We went out on two dates, and then despite her original plans on how to pace and conduct the relationship, I ended up at her house on a the Friday night one week after our first date. We respectfully tried not to have sex, but after hours of trying to resist each other, we gave in and we had sex. After that, I slept at her house every night for almost two weeks. Then one day, she went to her family’s house on Thanksgiving and everything changed. Within the short time we were together, we got so close and serious really fast. We had finally found each other. We told each other that we loved each other all the time, even while we were making love. A few days after Thanksgiving, she told me that we would have to go back to her original plans of seeing each other much less frequently. I was very hurt and didn’t understand. Then another week later, she told me she couldn’t do it at all anymore. I was crushed!

A few days later, she tells me how much she’s missing me and “let’s get together for lunch” or something like that. Then about two weeks later, we finally get together one night and we were so hot for each other (in love, not just sex), but she confessed that the reason for the sudden distance was that the father of her very young child told her he wants to get back together and this totally messed with her. So for her child’s sake, she is now considering the possibility of allowing that to happen. She had told me all about him previously, and it is definite that she has little to no attraction to him, but she would do this putting herself in misery again for her child. Our love for each other is fully established and acknowledged, but she is torn and confused. She doesn’t even think it would work between them as she had to kick him out before for not fulfilling his role properly. I know she needs time, and all I can do is take care of myself. We have agreed to remain friends, and if this doesn’t work out for her, we will try again. I’m completely in love with her, and I’m in extreme pain.",self_care_coping
"An organization admitted to implanting thoughts in my head with technologies. The study was to implant a fantasy other people are having, but to me, it's a nightmare. I lost my kids, my job, and all that. I was an unwilling participant. I no longer trust a therapist.  I'm too afraid to go under hypnosis or anything.",overwhelmed_identity
"I'm an early 20 something year-old virgin, and my boyfriend is in his early 20s with kids. He's cheated on me twice: once in the beginning and then four months ago. He wasn't use to dating a virgin and broke up with me three times because he wasn't sure. We both work at the same job (where we met) and it’s with the girl that works with us. I've been trying to get over it, but now my confidence and self-esteem are low, and sometimes I feel like he’ll do it again or that he's not ready to be with me. I think about it all over again when I see her. He says he's in love with me, and with the last time he cheated, it didn't feel right, and that's when he knew he had to stop because his feelings were for me. He's contacted her and told her he will not communicate with her because he's in a relationship with me.

How do I gain confidence? Should I let him go? If I let him go, I don't want to be sad about it being that we work together. I try to tell myself I'm beautiful every day, and I think I am a pretty attractive female with a great personality, but I don't like the fact that she works there.",overwhelmed_identity
"I've been with my husband for eight years now. We have split twice before, and the first time was because he cheated. I took him back months later, and he really tried making it up to me by making a lot of changes. However, we continued to have issues because of my lack of trust. My insecurities and trust issues lead to physical abuse, which lead to us separating again. During that separation, he consoled himself by talking to the same girl he cheated on me with. But we then ended up back together and worked it out for a while until I got pregnant with our second child.

The baby was a few months old, and he confessed to me about his secret relationship with her. He told me how he could never stop talking to her and how, during our issues, she has been and is the only women he's gone behind my back with (but on a friendship level because she's miles away). He confessed how he fought feelings for her and feels like he's possibly in love with her too. He said he feels like he's in love with the both of us now because this women has fallen for him, and she hasn't been able to leave him alone since. Even though she knows that he's still with me and happy with our family, she can’t help it, and he confessed how his feeling for her are mutual. Being that he loves me too, he wanted to be with the both of us at the same time. He wanted to have affairs with her behind my back by flying her out and staying at a hotels, but he didn't want me to find out, so he told me everything. He said he didn't want to continue to lie to me and so I can finally stop accusing him of being with other women when it's only been this one girl the whole time. He feels like my insecurities and trust issues are what pushed him closer towards her, and that no matter what he did to do right, I would still accuse him. He's caught up in his feelings and pretty much says that he wants her but doesn't want me to leave him because I'm the one he wants to be with for the rest of his life.

I'm of course hurt and in shock. I feel like I have to make a decision on whether I want to allow it and deal with having to share him or walk away. Both of these decisions are really hard to make because I feel like whether I stay or go, my heart will still be torn apart. I have to make a decision quick because she will be flying out sooner than I thought.",sleep
"From the moment I wake up, I hear what I think is my voice in my head. Even now, I hear it saying every word I’m thinking. When I lay down to sleep, I think of weird and crazy things, and the voice will never stop talking. I don’t know if it’s me thinking. It never stops. I’ll lay in my bed for hours just thinking about weird stuff. I should mention that I talk to myself a lot: mostly in my head, but out loud as well.",sleep
"I'm a female freshman in high school, and this question is for my male best friend. At the start of freshman year, we dated for about a week before his parents ended it because they said he is too young to date. He has been dating a really sweet senior girl for a month or two. I have nothing against her except for the fact that she has Tim's heart. He is convinced that they are in love, and maybe they are, but I don't really believe him. 

Lately, Tim had been expressing concern about what is going to happen when Sally leaves for college at the end of term this year. He's been asking me to help him with Sally and what girls like to show her how much he loves her. But he's also been thinking about breaking up with her just so they won't have to deal with it when she leaves. He seems really torn up about it, and I want to know what to say to him and how to help him once she leaves. 

He knows that I still crush on him. He doesn't rub it in my face. He's a good guy, but I want to actually help him out and recover before we think about maybe another relationship between us. How do I do that when the time comes? How do I support him and show him that I'm here without wanting to hook up? How do I make him feel better? He is convinced he's never going to be able to love anyone ever again, which I think is ridiculous.",relationship_support
"I'm a young adult woman, and I have trouble finding my true identity being at home. This all started when I had a boyfriend about 10 months ago. My boyfriend and I were dating for a couple months and decided to get in to sexual acts. At the time, I was pretty religious, but I let this happen. I don't know why. I felt kind of guilty but mostly because I know my parents wouldn't like it. My parents are very religious—they're Christians. We did things every time he'd come over to my house. We didn't have anything to do at our house, so we would get tempted to do things when we'd watch movies by ourselves.

One day, my parents found out I did this stuff with him because my dad read my messages. As soon as my dad found this out, he told my mom. They were both aggravated. They told me he was just a boy that wanted to get inside my pants. They said he wanted me for sex and he's not a Christian. I took their advice and broke up with him. Once we broke up for about a month, I decided to get back together with him a little after school started. My parents found out eventually, and I decided to not listen this time. I would constantly talk to my boyfriend about what they say about him: how's he's not the right one for me, and God totally forbids him. I would kind of try to break up with him, and then eventually I would just never listen to my parents. They're always yelling at me about how I shouldn't date this boy. I felt too old to listen to them. Now I'm kind of just stuck. Is the real me religious? Have I been brainwashed by him? I don't talk to my parents anymore about him, and my parents think I'm deceiving because of it. They threatened me that if I'm still with him, I can't do track and they won't support me. They've also called me slut, and now they called me basically a devil worshipper. They say my boyfriend is taking me away from my parents. I'm actually very happy with him. They also say I'm living a separate life at home than I am at school. They say they want what's best for me and love me because they adopted me.",self_care_coping
"Me and the father of my child have been dating for a year. We had a big argument and at first he wanted to work it out. But with time he started asking others and they told him to leave me.
Now he wants me to wait on him to mature. He wants to talk to other people. Then come back in four years. He doesn't want to deal with me while I'm pregnant. He doesn't take me to the doctor or anything. I feel alone.  How do I handle this situation?",relationship_support
such as not enough sleep,sleep
